transaction_id,posting_date,fiscal_year,fiscal_quarter,cost_center,department,expense_category,vendor_name,actual_amount_usd,actual_amount_inr,payment_status
TXN-2025018681,2025-03-21,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Clifford Chance,744.97,71114.84,Settled
TXN-2025012856,2025-03-21,2025,Q1,CC-300,Sales,Commissions & Incentives,Xactly,3095.63,295508.84,Pending
TXN-2025002878,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,5760.41,549888.74,Settled
TXN-2025000964,2025-03-21,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,11117.44,1061270.82,Settled
TXN-2025018610,2025-03-21,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Clifford Chance,15711.29,1499799.74,Settled
TXN-2025009641,2025-03-21,2025,Q1,CC-200,Marketing,Content & SEO Agencies,ContentWorks,10713.01,1022663.93,Settled
TXN-2025015287,2025-03-21,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,ServiceNow,5400.18,515501.18,Settled
TXN-2025015039,2025-03-21,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,11514.99,1099220.95,Settled
TXN-2025020635,2025-03-21,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,3172.06,302804.85,Settled
TXN-2025003622,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,2965.28,283065.63,Settled
TXN-2025011384,2025-03-21,2025,Q1,CC-300,Sales,Travel & Entertainment,Uber for Business,7672.38,732405.39,Settled
TXN-2025022402,2025-03-21,2025,Q1,CC-600,Product & Design,Design Contractors,Toptal,6148.98,586981.63,Cleared
TXN-2025024933,2025-03-21,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Sendoso,5134.68,490156.55,Settled
TXN-2025024542,2025-03-21,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Sendoso,2195.38,209570.97,Cleared
TXN-2025023543,2025-03-21,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,4165.39,397628.13,Settled
TXN-2025003112,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,2480.51,236789.48,Settled
TXN-2025012645,2025-03-21,2025,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,12466.66,1190067.36,Settled
TXN-2025012218,2025-03-21,2025,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,2638.64,251884.57,Cleared
TXN-2025024499,2025-03-21,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Snappy,12930.95,1234388.49,Settled
TXN-2025014864,2025-03-21,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,4959.92,473473.96,Settled
TXN-2025011114,2025-03-21,2025,Q1,CC-300,Sales,Travel & Entertainment,Uber for Business,5413.67,516788.94,Cleared
TXN-2025011994,2025-03-21,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,11634.14,1110595.0,Cleared
TXN-2025003467,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,3867.89,369228.78,Cleared
TXN-2025013739,2025-03-21,2025,Q1,CC-300,Sales,CRM & Enablement Software,HubSpot,2692.05,256983.09,Pending
TXN-2025006030,2025-03-21,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,8407.02,802534.13,Settled
TXN-2025009084,2025-03-21,2025,Q1,CC-200,Marketing,Events & Sponsorships,SaaStr Events,3948.13,376888.49,Settled
TXN-2025022836,2025-03-21,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,7624.94,727876.77,Pending
TXN-2025010984,2025-03-21,2025,Q1,CC-300,Sales,Travel & Entertainment,Uber for Business,7223.94,689597.31,Cleared
TXN-2025005180,2025-03-21,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,1725.56,164721.96,Settled
TXN-2025014090,2025-03-21,2025,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce,5584.31,533078.23,Settled
TXN-2025004120,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,15059.51,1437580.82,Settled
TXN-2025022775,2025-03-21,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,4189.76,399954.49,Cleared
TXN-2025023714,2025-03-21,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,9372.63,894711.26,Cleared
TXN-2025003984,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,5606.82,535227.04,Cleared
TXN-2025014267,2025-03-21,2025,Q1,CC-300,Sales,Client Hospitality,Client Dining Partners,3440.82,328460.68,Settled
TXN-2025015671,2025-03-21,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,2995.78,285977.16,Settled
TXN-2025004345,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,2582.63,246537.86,Cleared
TXN-2025005204,2025-03-21,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,5530.86,527975.9,Settled
TXN-2025023313,2025-03-21,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Zendesk,17800.17,1699204.23,Settled
TXN-2025017325,2025-03-21,2025,Q1,CC-400,Operations,Professional Services,Deloitte Advisory,17628.29,1682796.56,Settled
TXN-2025016807,2025-03-21,2025,Q1,CC-400,Operations,Logistics & Shipping,DHL,9321.11,889793.16,Settled
TXN-2025002199,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,6564.12,626610.9,Settled
TXN-2025011292,2025-03-21,2025,Q1,CC-300,Sales,Travel & Entertainment,Uber for Business,4510.59,430580.92,Cleared
TXN-2025000903,2025-03-21,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,4225.93,403407.28,Settled
TXN-2025002986,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,5445.94,519869.43,Settled
TXN-2025024952,2025-03-21,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Corporate Gifting Co.,11517.66,1099475.82,Settled
TXN-2025003380,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,10351.52,988156.1,Settled
TXN-2025012414,2025-03-21,2025,Q1,CC-300,Sales,Commissions & Incentives,Xactly,4910.88,468792.6,Settled
TXN-2025008965,2025-03-21,2025,Q1,CC-200,Marketing,Events & Sponsorships,Regional Expo Group,14385.88,1373276.1,Cleared
TXN-2025004224,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,2496.18,238285.34,Settled
TXN-2025017834,2025-03-21,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,Deloitte Tax,1538.16,146832.75,Settled
TXN-2025017664,2025-03-21,2025,Q1,CC-400,Operations,Professional Services,KPMG,1965.41,187618.04,Settled
TXN-2025021524,2025-03-21,2025,Q1,CC-600,Product & Design,Prototyping Software,Miro,7180.06,685408.53,Cleared
TXN-2025003892,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,10149.22,968844.54,Cleared
TXN-2025010994,2025-03-21,2025,Q1,CC-300,Sales,Travel & Entertainment,Marriott,6344.24,605621.15,Settled
TXN-2025016392,2025-03-21,2025,Q1,CC-400,Operations,Office Facilities & Lease,CBRE,9391.12,896476.32,Settled
TXN-2025023092,2025-03-21,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,5870.0,560350.2,Cleared
TXN-2025008909,2025-03-21,2025,Q1,CC-200,Marketing,Events & Sponsorships,Regional Expo Group,19338.62,1846064.67,Settled
TXN-2025005265,2025-03-21,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,4416.43,421592.41,Settled
TXN-2025012119,2025-03-21,2025,Q1,CC-300,Sales,Commissions & Incentives,Xactly,11117.52,1061278.46,Cleared
TXN-2025004182,2025-03-21,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,3544.74,338380.88,Settled
TXN-2025016508,2025-03-21,2025,Q1,CC-400,Operations,Office Facilities & Lease,CBRE,8183.72,781217.91,Settled
TXN-2025016769,2025-03-21,2025,Q1,CC-400,Operations,Logistics & Shipping,FedEx,8485.08,809985.74,Cleared
TXN-2025006282,2025-03-21,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Technologies,493.5,47109.51,Settled
TXN-2025006830,2025-03-22,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW,4223.43,403168.63,Settled
TXN-2025020232,2025-03-22,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,4721.18,450683.84,Settled
TXN-2025020585,2025-03-22,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,2480.86,236822.9,Settled
TXN-2025011684,2025-03-22,2025,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,7750.99,739909.51,Pending
TXN-2025010848,2025-03-22,2025,Q1,CC-300,Sales,Travel & Entertainment,American Airlines,10266.17,980008.59,Cleared
TXN-2025005000,2025-03-22,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,814.48,77750.26,Settled
TXN-2025011545,2025-03-22,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,3687.15,351975.34,Settled
TXN-2025002782,2025-03-22,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,17173.63,1639394.72,Pending
TXN-2025007836,2025-03-22,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,3464.48,330719.26,Settled
TXN-2025012217,2025-03-22,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,11549.84,1102547.73,Cleared
TXN-2025007815,2025-03-22,2025,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,18423.24,1758682.49,Settled
TXN-2025022169,2025-03-22,2025,Q1,CC-600,Product & Design,Design Contractors,Toptal,9744.44,930204.24,Cleared
TXN-2025017729,2025-03-22,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,Deloitte Tax,5110.74,487871.24,Pending
TXN-2025021142,2025-03-22,2025,Q1,CC-600,Product & Design,Prototyping Software,Adobe XD,2900.83,276913.23,Settled
TXN-2025006991,2025-03-22,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,3486.51,332822.24,Settled
TXN-2025017828,2025-03-22,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,KPMG Tax,9506.67,907506.72,Settled
TXN-2025011597,2025-03-22,2025,Q1,CC-300,Sales,Commissions & Incentives,Xactly,10677.66,1019289.42,Cleared
TXN-2025007058,2025-03-22,2025,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,2068.33,197442.78,Settled
TXN-2025019166,2025-03-22,2025,Q1,CC-500,Finance & Legal,Treasury & Bank Fees,JPMorgan Chase,6537.16,624037.29,Settled
TXN-2025022739,2025-03-22,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,3321.23,317044.62,Settled
TXN-2025022256,2025-03-22,2025,Q1,CC-600,Product & Design,Design Contractors,Toptal,4724.24,450975.95,Settled
TXN-2025013640,2025-03-22,2025,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce,5411.59,516590.38,Settled
TXN-2025006918,2025-03-22,2025,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,1843.7,175999.6,Settled
TXN-2025020186,2025-03-22,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,Maze,9306.8,888427.13,Settled
TXN-2025014536,2025-03-22,2025,Q1,CC-300,Sales,Client Hospitality,Four Seasons Hotels,1217.6,116232.1,Cleared
TXN-2025017821,2025-03-22,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,KPMG Tax,6769.52,646218.38,Settled
TXN-2025010479,2025-03-22,2025,Q1,CC-200,Marketing,Brand & Creative Assets,Creative Studio Partners,2468.84,235675.47,Cleared
TXN-2025010723,2025-03-22,2025,Q1,CC-300,Sales,Travel & Entertainment,Marriott,1020.17,97385.43,Cleared
TXN-2025010726,2025-03-22,2025,Q1,CC-300,Sales,Travel & Entertainment,Marriott,28002.44,2673112.92,Settled
TXN-2025001355,2025-03-22,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,2755.16,263007.57,Settled
TXN-2025018144,2025-03-22,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,EY,5951.43,568123.51,Cleared
TXN-2025014486,2025-03-22,2025,Q1,CC-300,Sales,Client Hospitality,Four Seasons Hotels,5574.92,532181.86,Cleared
TXN-2025020032,2025-03-22,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,4525.62,432015.69,Settled
TXN-2025010850,2025-03-22,2025,Q1,CC-300,Sales,Travel & Entertainment,Uber for Business,17791.66,1698391.86,Settled
TXN-2025016917,2025-03-22,2025,Q1,CC-400,Operations,Logistics & Shipping,DHL,12487.36,1192043.39,Settled
TXN-2025022480,2025-03-22,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,6760.57,645364.01,Settled
TXN-2025009099,2025-03-22,2025,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,11595.87,1106941.75,Settled
TXN-2025019289,2025-03-22,2025,Q1,CC-500,Finance & Legal,Treasury & Bank Fees,JPMorgan Chase,2583.39,246610.41,Settled
TXN-2025020227,2025-03-22,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,2522.08,240757.76,Settled
TXN-2025007262,2025-03-22,2025,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,8897.41,849346.76,Settled
TXN-2025013286,2025-03-22,2025,Q1,CC-300,Sales,CRM & Enablement Software,HubSpot,2731.49,260748.04,Cleared
TXN-2025020879,2025-03-22,2025,Q1,CC-600,Product & Design,Prototyping Software,Adobe XD,4361.27,416326.83,Cleared
TXN-2025007442,2025-03-22,2025,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,6296.44,601058.16,Cleared
TXN-2025014073,2025-03-22,2025,Q1,CC-300,Sales,CRM & Enablement Software,Gong,4785.48,456821.92,Settled
TXN-2025023498,2025-03-22,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,1084.31,103508.23,Settled
TXN-2025024369,2025-03-22,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Corporate Gifting Co.,7760.9,740855.51,Settled
TXN-2025023112,2025-03-22,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,4480.01,427661.75,Cleared
TXN-2025019884,2025-03-22,2025,Q1,CC-500,Finance & Legal,Payroll Processing,Paychex,20513.14,1958184.34,Settled
TXN-2025021532,2025-03-22,2025,Q1,CC-600,Product & Design,Design Contractors,Design Contractor Pool,7873.14,751569.94,Pending
TXN-2025022395,2025-03-22,2025,Q1,CC-600,Product & Design,Design Contractors,Design Contractor Pool,12895.73,1231026.39,Cleared
TXN-2025021496,2025-03-22,2025,Q1,CC-600,Product & Design,Prototyping Software,Figma,11034.3,1053334.28,Settled
TXN-2025016120,2025-03-22,2025,Q1,CC-400,Operations,Office Facilities & Lease,Regus,5920.93,565211.98,Settled
TXN-2025023432,2025-03-22,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,5368.31,512458.87,Settled
TXN-2025014020,2025-03-22,2025,Q1,CC-300,Sales,CRM & Enablement Software,Gong,3062.32,292329.07,Settled
TXN-2025020867,2025-03-22,2025,Q1,CC-600,Product & Design,Prototyping Software,Miro,9647.6,920959.9,Cleared
TXN-2025015089,2025-03-22,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,3428.03,327239.74,Settled
TXN-2025005396,2025-03-22,2025,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,556.51,53124.44,Settled
TXN-2025019511,2025-03-22,2025,Q1,CC-500,Finance & Legal,Payroll Processing,Workday Payroll,17429.81,1663849.66,Settled
TXN-2025024585,2025-03-22,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Snappy,6336.42,604874.65,Settled
TXN-2025021841,2025-03-22,2025,Q1,CC-600,Product & Design,Design Contractors,Design Contractor Pool,1323.14,126306.94,Settled
TXN-2025024594,2025-03-22,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Snappy,11300.4,1078736.18,Settled
TXN-2025017116,2025-03-22,2025,Q1,CC-400,Operations,Professional Services,PwC,7362.5,702824.25,Settled
TXN-2025018791,2025-03-22,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Clifford Chance,9143.63,872850.92,Settled
TXN-2025016990,2025-03-22,2025,Q1,CC-400,Operations,Logistics & Shipping,FedEx,5371.36,512750.03,Cleared
TXN-2025012796,2025-03-22,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,3437.5,328143.75,Settled
TXN-2025005338,2025-03-22,2025,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,6814.85,650545.58,Cleared
TXN-2025012988,2025-03-22,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,3049.19,291075.68,Settled
TXN-2025020999,2025-03-22,2025,Q1,CC-600,Product & Design,Prototyping Software,Miro,5661.74,540469.7,Settled
TXN-2025022094,2025-03-22,2025,Q1,CC-600,Product & Design,Design Contractors,Design Contractor Pool,9962.96,951064.16,Settled
TXN-2025015800,2025-03-22,2025,Q1,CC-400,Operations,Office Facilities & Lease,Regus,2008.43,191724.73,Settled
TXN-2025014934,2025-03-22,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,ServiceNow,6137.31,585867.61,Settled
TXN-2025019965,2025-03-22,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,4767.77,455131.32,Settled
TXN-2025012628,2025-03-22,2025,Q1,CC-300,Sales,Commissions & Incentives,Xactly,4974.8,474894.41,Cleared
TXN-2025006463,2025-03-22,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW,3326.81,317577.28,Settled
TXN-2025004923,2025-03-22,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,4054.51,387043.52,Cleared
TXN-2025002702,2025-03-22,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,6485.92,619145.92,Cleared
TXN-2025003429,2025-03-22,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,6456.95,616380.45,Settled
TXN-2025002346,2025-03-22,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,3801.71,362911.24,Cleared
TXN-2025004068,2025-03-22,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,2107.25,201158.08,Settled
TXN-2025006725,2025-03-22,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW,2923.96,279121.22,Settled
TXN-2025020751,2025-03-22,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,Maze,8935.01,852936.05,Settled
TXN-2025019315,2025-03-22,2025,Q1,CC-500,Finance & Legal,Treasury & Bank Fees,Bank Processing Network,4162.09,397313.11,Settled
TXN-2025012973,2025-03-22,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,8581.28,819168.99,Cleared
TXN-2025002807,2025-03-23,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,7578.44,723437.88,Settled
TXN-2025002996,2025-03-23,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,2332.79,222688.13,Pending
TXN-2025021787,2025-03-23,2025,Q1,CC-600,Product & Design,Design Contractors,Design Contractor Pool,8379.66,799922.34,Settled
TXN-2025003055,2025-03-23,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,3338.25,318669.34,Pending
TXN-2025005809,2025-03-23,2025,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,437.18,41733.2,Pending
TXN-2025018387,2025-03-23,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,EY,7061.41,674082.2,Settled
TXN-2025013263,2025-03-23,2025,Q1,CC-300,Sales,CRM & Enablement Software,HubSpot,997.13,95186.03,Settled
TXN-2025001839,2025-03-23,2025,Q1,CC-100,Engineering,Cloud Infrastructure,AWS,6791.86,648350.96,Settled
TXN-2025018178,2025-03-23,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,EY,4254.33,406118.34,Settled
TXN-2025005938,2025-03-23,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,2310.16,220527.87,Settled
TXN-2025012456,2025-03-23,2025,Q1,CC-300,Sales,Commissions & Incentives,Xactly,1470.17,140342.43,Cleared
TXN-2025021151,2025-03-23,2025,Q1,CC-600,Product & Design,Prototyping Software,Figma,1235.82,117971.38,Cleared
TXN-2025023995,2025-03-23,2025,Q1,CC-700,Customer Success,Customer Advisory Board,Four Seasons Hotels,1285.44,122708.1,Cleared
TXN-2025024454,2025-03-23,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Snappy,3961.78,378191.52,Settled
TXN-2025007045,2025-03-23,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,8459.51,807544.82,Settled
TXN-2025016642,2025-03-23,2025,Q1,CC-400,Operations,Logistics & Shipping,FedEx,4551.95,434529.15,Pending
TXN-2025003626,2025-03-23,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,8941.95,853598.55,Settled
TXN-2025015175,2025-03-23,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,ServiceNow,6967.79,665145.23,Settled
TXN-2025006006,2025-03-23,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,6942.08,662690.96,Settled
TXN-2025006714,2025-03-23,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Lenovo,6207.26,592545.04,Settled
TXN-2025005730,2025-03-23,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,5114.34,488214.9,Settled
TXN-2025012028,2025-03-23,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,3044.74,290650.88,Cleared
TXN-2025021058,2025-03-23,2025,Q1,CC-600,Product & Design,Prototyping Software,Figma,11359.5,1084377.87,Settled
TXN-2025007456,2025-03-23,2025,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,1462.34,139594.98,Cleared
TXN-2025007457,2025-03-23,2025,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,9896.5,944719.89,Settled
TXN-2025023800,2025-03-23,2025,Q1,CC-700,Customer Success,Customer Advisory Board,Eventbrite,5314.59,507330.76,Cleared
TXN-2025003288,2025-03-23,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,3875.79,369982.91,Settled
TXN-2025023284,2025-03-23,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,8617.67,822642.78,Settled
TXN-2025021290,2025-03-23,2025,Q1,CC-600,Product & Design,Prototyping Software,Miro,8970.49,856322.98,Settled
TXN-2025024977,2025-03-23,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Sendoso,14813.74,1414119.62,Settled
TXN-2025024881,2025-03-23,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Sendoso,13591.57,1297451.27,Settled
TXN-2025012881,2025-03-23,2025,Q1,CC-300,Sales,Commissions & Incentives,Xactly,3832.33,365834.22,Settled
TXN-2025023198,2025-03-23,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,19437.98,1855549.57,Cleared
TXN-2025006122,2025-03-23,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Technologies,4618.84,440914.47,Settled
TXN-2025023024,2025-03-23,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,11219.6,1071023.02,Settled
TXN-2025016172,2025-03-23,2025,Q1,CC-400,Operations,Office Facilities & Lease,WeWork,6652.27,635025.69,Settled
TXN-2025007517,2025-03-23,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,4113.1,392636.53,Settled
TXN-2025015123,2025-03-23,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,SAP,828.54,79092.43,Cleared
TXN-2025012178,2025-03-23,2025,Q1,CC-300,Sales,Commissions & Incentives,Xactly,3465.32,330799.45,Settled
TXN-2025009674,2025-03-23,2025,Q1,CC-200,Marketing,Content & SEO Agencies,GrowthCraft Agency,3772.52,360124.76,Settled
TXN-2025013754,2025-03-23,2025,Q1,CC-300,Sales,CRM & Enablement Software,Gong,815.69,77865.77,Settled
TXN-2025005046,2025-03-23,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,8626.22,823458.96,Settled
TXN-2025022863,2025-03-23,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Zendesk,5411.77,516607.56,Cleared
TXN-2025017624,2025-03-23,2025,Q1,CC-400,Operations,Professional Services,PwC,2535.75,242062.69,Settled
TXN-2025011148,2025-03-23,2025,Q1,CC-300,Sales,Travel & Entertainment,Marriott,7425.53,708841.09,Settled
TXN-2025003781,2025-03-23,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,10209.37,974586.46,Settled
TXN-2025018870,2025-03-23,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Regional Counsel,6686.97,638338.16,Settled
TXN-2025020444,2025-03-23,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,5448.77,520139.58,Cleared
TXN-2025020458,2025-03-23,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,626.97,59850.56,Cleared
TXN-2025018716,2025-03-23,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Regional Counsel,3250.02,310246.91,Settled
TXN-2025010092,2025-03-23,2025,Q1,CC-200,Marketing,Content & SEO Agencies,SearchLab,4969.01,474341.69,Settled
TXN-2025005546,2025-03-23,2025,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,5986.59,571479.88,Cleared
TXN-2025019956,2025-03-23,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting,2768.07,264239.96,Cleared
TXN-2025019218,2025-03-23,2025,Q1,CC-500,Finance & Legal,Treasury & Bank Fees,HSBC,4306.14,411064.12,Settled
TXN-2025009500,2025-03-23,2025,Q1,CC-200,Marketing,Content & SEO Agencies,GrowthCraft Agency,7543.49,720101.56,Settled
TXN-2025010289,2025-03-23,2025,Q1,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,9027.55,861769.92,Settled
TXN-2025009280,2025-03-23,2025,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,1159.04,110641.96,Cleared
TXN-2025023528,2025-03-23,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Zendesk,5668.81,541144.6,Settled
TXN-2025009479,2025-03-23,2025,Q1,CC-200,Marketing,Content & SEO Agencies,ContentWorks,3438.95,328282.17,Settled
TXN-2025005489,2025-03-23,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,5955.69,568530.17,Settled
TXN-2025001257,2025-03-23,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,5639.4,538337.12,Settled
TXN-2025019426,2025-03-23,2025,Q1,CC-500,Finance & Legal,Treasury & Bank Fees,Bank Processing Network,9438.12,900962.94,Settled
TXN-2025004890,2025-03-23,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,7406.78,707051.22,Settled
TXN-2025008155,2025-03-23,2025,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,3165.29,302158.58,Settled
TXN-2025009422,2025-03-23,2025,Q1,CC-200,Marketing,Content & SEO Agencies,SearchLab,5691.86,543344.96,Cleared
TXN-2025004705,2025-03-23,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,1358.79,129710.09,Settled
TXN-2025003783,2025-03-23,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,1267.89,121032.78,Cleared
